Name of Organization,Program,Address,Borough,Postcode,Served By,Event Date,Citywide Outreach,Age,Head Start PreK,Hospital Health Care,Seniors,Community Site,Hands On,Special Needs,Latitude,Longitude,Community Board,Council District,BIN,BBL,Census Tract (2020),Neighborhood Tabulation Area (NTA) (2020),the_geom,Site_Serve,Event_Date,Activity,LONG,LAT,X,Y,opportunity_id,content_id,vol_requests,event_time,title,hits,summary,is_priority,category_id,category_desc,amsl,amsl_unit,org_title,org_content_id,addresses_count,locality,region,primary_loc,display_url,recurrence_type,hours,created_date,last_modified_date,start_date_date,end_date_date,status,Community Council ,Census Tract,NTA
Ps 289 George V Brower,Theater,900 St Marks Ave,BK,11213,Citywide Outreach,11/15/2017,The Apple Corps,"Adults
Children",No,No,No,No,No,,40.674794,-73.942639,308.0,36.0,3031050.0,3012290028.0,341.0,BK0802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 90 Edna Cohen School,Outreach,2840 W 12Th St,BK,11224,,11/15/2017,My Safety Toolbox,Grade 3,No,No,No,No,No,,40.578255,-73.979628,313.0,47.0,3196558.0,3072660040.0,350.0,BK1302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosedale Car Seats,Child Passenger Safety,139-15 East Francis Lewis Blvd,QN,11422,Citywide Outreach,11/15/2017,Car Seat Check,Adults,No,No,No,Yes,Yes,,40.666076,-73.736066,413.0,31.0,,,65401.0,QN1307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51st Street Academy,Outreach,7605 51st Street,QN,11373,Citywide Outreach,11/16/2017,"My Safety Toolbox
My Safety Toolbox
My Safety Toolbox
My Safety Toolbox","Grade 3
Grade 3
Grade 3
Grade 3",No,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astor Collegiate Academy,Theater,925 Astor Ave,BX,10469,Citywide Outreach,11/16/2017,FLT Teen Performance,"Children
Adults",No,No,No,No,No,,40.859665,-73.861006,211.0,13.0,2050179.0,2043580001.0,324.0,BX1104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bronx Delta School,Outreach,650 Hollywood Ave,BX,10465,Citywide Outreach,11/16/2017,Mileage Club,Children,No,No,No,Yes,Yes,,40.826526,-73.818417,210.0,13.0,2077130.0,2054380001.0,158.0,BX1002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooke Academy,Safety City,60 Macdougal Street,MN,10002,,11/16/2017,Class Visit,Grade 10,No,No,No,No,No,District 75,40.727705,-74.002414,102.0,1.0,1008068.0,1005180012.0,49.0,MN0201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cypress Hills Senior Center,Outreach,3208 Fulton Street,BK,11208,Citywide Outreach,11/16/2017,Seniors - Streetwise,Older Adults,No,No,Yes,No,No,,40.682337,-73.876771,305.0,37.0,3092631.0,3041400013.0,1178.0,BK0501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Is 230,Outreach,73-10 34Th Ave,QN,11372,Citywide Outreach,11/16/2017,Word on the Street,Grade 6,No,No,No,No,Yes,,40.752866,-73.893193,403.0,25.0,4028931.0,4012600001.0,289.0,QN0301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jhs 185 Edward Bleeker,Outreach,147-26 25Th Dr,QN,11354,Citywide Outreach,11/16/2017,Word on the Street,Grade 6,No,No,No,No,No,,40.775253,-73.819347,407.0,19.0,4108664.0,4048020001.0,1047.0,QN0704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lutheran Sunset Park Family Health Clinic,Child Passenger Safety,6025 6 Avenue,BK,11220,Citywide Outreach,11/16/2017,Safety Shower,Adults,No,Yes,No,No,No,,40.637961,-74.014149,307.0,43.0,3143523.0,3057840001.0,118.0,BK0703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pelham Preparatory Academy,Theater,925 Astor Ave,BX,10469,Citywide Outreach,11/16/2017,FLT Teen Performance,"Children
Adults",No,No,No,No,No,,40.859665,-73.861006,211.0,13.0,2050179.0,2043580001.0,324.0,BX1104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS 244Q The Active Leraning Elementary School,Outreach,137-20 Franklin Avenue,QN,11355,Citywide Outreach,11/16/2017,Safety Smarts,Grade 2,No,No,No,No,No,,40.754654,-73.826759,407.0,20.0,4541682.0,4051370043.0,79701.0,QN0707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 328 Phyllis Wheatley,Theater,330 Alabama Ave,BK,11207,Citywide Outreach,11/16/2017,The Apple Corps,"Adults
Children",No,No,No,No,No,,40.668167,-73.897835,305.0,42.0,3084283.0,3037680001.0,1134.0,BK0502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School Of The Future High School,Outreach,127 E 22Nd St,MN,10010,Citywide Outreach,11/16/2017,"DWI – Dangers, Decisions",Grade 9,No,No,No,No,No,,40.738952,-73.985479,105.0,2.0,1018014.0,1008780016.0,68.0,MN0602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School Of The Future High School,Outreach,127 E 22Nd St,MN,10010,Citywide Outreach,11/16/2017,"DWI – Dangers, Decisions",Grade 10,No,No,No,No,No,Inclusion,40.738952,-73.985479,105.0,2.0,1018014.0,1008780016.0,68.0,MN0602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Susan E Wagner High School,Outreach,1200 Manor Rd,SI,10314,,11/16/2017,"DWI – Dangers, Decisions",Grades 11-12,No,No,No,No,No,,40.596896,-74.124169,502.0,50.0,5146639.0,5009550100.0,181.0,SI0203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadey Of Medical Technology - A College Board School,Outreach,8 21 Bay 25Th St,QN,11691,Citywide Outreach,11/17/2017,Take Action Against Distraction,Grade 8,No,No,No,No,Yes,,40.60201,-73.762795,414.0,31.0,4300730.0,4157360001.0,100804.0,QN1401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jhs 185 Edward Bleeker,Outreach,147-26 25Th Dr,QN,11354,Citywide Outreach,11/17/2017,Word on the Street,Grade 6,No,No,No,No,No,,40.775253,-73.819347,407.0,19.0,4108664.0,4048020001.0,1047.0,QN0704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jhs 234 Arthur W Cunningham,Outreach,1875 E 17Th St,BK,11229,,11/17/2017,Word on the Street,Grade 6,No,No,No,No,No,,40.60422,-73.955485,315.0,48.0,3184057.0,3068210244.0,558.0,BK1502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Dewey High School,Theater,50 Ave X,BK,11223,,11/17/2017,FLT Teen Performance,"Grade 9
Grade 10
Grade 11
Grade 12
Adults",No,No,No,Yes,No,,40.589268,-73.981738,313.0,47.0,3194998.0,3071850020.0,308.0,BK1301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 115 Daniel Mucatel School,Outreach,1500 E 92Nd St,BK,11236,Citywide Outreach,11/17/2017,"Safety Smarts
My Safety Toolbox
Word on the Street","Grade 1
Grade 3
Grades 4-5",No,No,No,No,No,,40.635015,-73.897262,318.0,46.0,3232559.0,3082560001.0,1008.0,BK1803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 178M,Safety City,12 Ellwood Avenue,MN,10040,Access Safety City,11/17/2017,Class Visit,Grade 3,No,No,No,No,No,Inclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 257 John F Hylan,Outreach,60 Cook St,BK,11206,Citywide Outreach,11/17/2017,Safety Smarts,Grade 1,No,No,No,No,No,,40.702386,-73.942042,301.0,34.0,3071571.0,3031140011.0,491.0,BK0104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 316 Elijah Stroud,Theater,750 Classon Ave,BK,11238,Citywide Outreach,11/17/2017,The Apple Corps,"Adults
Children",No,No,No,No,No,,40.6744,-73.960254,308.0,35.0,3029246.0,3011670018.0,215.0,BK0801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 90 Edna Cohen School,Outreach,2840 W 12Th St,BK,11224,,11/17/2017,"My Safety Toolbox
Word on the Street","Grade 3
Grades 4-5",No,No,No,No,No,Inclusion,40.578255,-73.979628,313.0,47.0,3196558.0,3072660040.0,350.0,BK1302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School For Human Rights (The),Theater,600 Kingston Ave,BK,11203,Citywide Outreach,11/17/2017,FLT Teen Performance,"Adults
Grades 11-12",No,No,No,No,No,,40.658893,-73.942458,309.0,40.0,3107227.0,3048110001.0,810.0,BK0902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School Of The Future High School,Outreach,127 E 22Nd St,MN,10010,Citywide Outreach,11/17/2017,Behind the Wheel,Grades 11-12,No,No,No,No,No,Inclusion,40.738952,-73.985479,105.0,2.0,1018014.0,1008780016.0,68.0,MN0602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selfhelp Latimer Gardens Senior Center,Outreach,34-30 137 Street,QN,11354,Citywide Outreach,11/17/2017,Seniors - Streetwise,Older Adults,No,No,Yes,No,No,,40.766044,-73.829935,407.0,20.0,4443410.0,4049510008.0,88902.0,QN0707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75th pct,Special Event,Wyckoff Avenue & Myrtle Avenue,BK,11237,Citywide Outreach,11/18/2017,Street Teams,"Adults
Older Adults",No,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Access Safety City,Child Passenger Safety,672 West 158 Street,MN,10040,Citywide Outreach,11/18/2017,Car Seat Check,"Adults
Children",No,No,No,Yes,Yes,,40.836305,-73.948293,112.0,7.0,1090855.0,1201339999.0,241.0,MN1201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNS Seaside Senior Center,Outreach,320 Beach 94 Street,QN,11693,Citywide Outreach,11/20/2017,Seniors - Streetwise,Older Adults,No,No,Yes,No,No,,40.5877,-73.817309,414.0,32.0,4303571.0,4161260004.0,94202.0,QN1402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Weldon Johnson School,Outreach,176 E 115Th St,MN,10029,Citywide Outreach,11/20/2017,"Word on the Street
Cross this way","Grades 4-5
Grades 4-5",No,No,No,No,No,Inclusion,40.797577,-73.94128,111.0,8.0,1083184.0,1016400139.0,182.0,MN1102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 121 Nelson A Rockefeller,Outreach,5301 20Th Ave,BK,11204,,11/20/2017,Stop-Think-Act,Grades 7-8,No,No,No,No,No,Inclusion,40.623273,-73.978822,312.0,44.0,3253281.0,3054951101.0,464.0,BK1204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 121 Nelson A Rockefeller,Outreach,5301 20Th Ave,BK,11204,,11/20/2017,Word on the Street,Grade 6,No,No,No,No,No,Inclusion,40.623273,-73.978822,312.0,44.0,3253281.0,3054951101.0,464.0,BK1204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 121 Nelson A Rockefeller,Outreach,5301 20Th Ave,BK,11204,Citywide Outreach,11/20/2017,"Let’s Take a Walk
Safety Smarts
Safety Smarts","Grade K
Grade 1
Grade 2",No,No,No,No,No,Inclusion,40.623273,-73.978822,312.0,44.0,3253281.0,3054951101.0,464.0,BK1204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 126 Jacob August Riis,Outreach,80 Catherine St,MN,10038,Citywide Outreach,11/20/2017,"Safety Smarts
Safety Smarts
My Safety Toolbox
My Safety Toolbox","Grade 2
Grade 2
Grade 3
Grade 3",No,No,No,No,No,,40.710729,-73.996631,103.0,1.0,1083357.0,1001110160.0,25.0,MN0301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 140,Theater,141 Macon St,BK,11216,Citywide Outreach,11/20/2017,FLT Teen Performance,"Children
Adults",No,No,No,No,No,,40.681572,-73.945446,303.0,36.0,3053075.0,3018450001.0,269.0,BK0301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 161 Pedro Albizu Campos,Safety City,499 W 133Rd St,MN,10027,Access Safety City,11/20/2017,Class Visit,Grade 3,No,No,No,No,No,,40.81755,-73.953041,109.0,7.0,1059645.0,1019710001.0,21303.0,MN0902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 202 Ernest S Jenkyns,Theater,982 Hegeman Ave,BK,11208,Citywide Outreach,11/20/2017,The Apple Corps,"Children
Adults",No,No,No,No,No,,40.666417,-73.876563,305.0,42.0,3098664.0,3044770001.0,1116.0,BK0503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 90 Edna Cohen School,Outreach,2840 W 12Th St,BK,11224,,11/20/2017,Word on the Street,Grades 4-5,No,No,No,No,No,,40.578255,-73.979628,313.0,47.0,3196558.0,3072660040.0,350.0,BK1302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS 96,Safety City,2385 Olinville Avenue,BX,10467,Bx Safety City,11/20/2017,"Class Visit
Other Activity","Grade 3
Adults",No,No,No,No,No,,40.860815,-73.868527,211.0,15.0,2049999.0,2043410013.0,33201.0,BX1104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Settlement Allent Street Senior Center,Outreach,189 Allen Street,MN,10002,Citywide Outreach,11/20/2017,Seniors - Streetwise,Older Adults,No,No,Yes,No,No,,40.722133,-73.988964,103.0,1.0,1005537.0,1004170001.0,3601.0,MN0302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOH/Family Wellness,Child Passenger Safety,158 East 115th Street,MN,10029,Citywide Outreach,11/21/2017,Training,Adults,No,Yes,No,No,No,,40.797755,-73.941699,111.0,8.0,1052229.0,1016400147.0,182.0,MN1102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High School Of Enterprise Business & Technology,DWI,850 Grand St,BK,11211,Citywide Outreach,11/21/2017,Choice/Conseq Materials only,Grades 11-12,No,No,No,Yes,No,,40.712184,-73.939722,301.0,34.0,3325733.0,3030160001.0,485.0,BK0104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Weldon Johnson School,Outreach,176 E 115Th St,MN,10029,,11/21/2017,"Cross this way
We're Walking Here","Grades 4-5
Grades 4-5",No,No,No,No,No,,40.797577,-73.94128,111.0,8.0,1083184.0,1016400139.0,182.0,MN1102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Weldon Johnson School,Outreach,176 E 115Th St,MN,10029,Citywide Outreach,11/21/2017,"Word on the Street
Cross this way","Grades 4-5
Grades 4-5",No,No,No,No,No,Inclusion,40.797577,-73.94128,111.0,8.0,1083184.0,1016400139.0,182.0,MN1102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JASA Senior Alliance Center,Outreach,161 Corbin Place,BK,11235,Citywide Outreach,11/21/2017,Seniors - Streetwise,Older Adults,No,No,Yes,No,No,,40.578026,-73.954127,315.0,48.0,3245719.0,3087190073.0,61004.0,BK1303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ms 301 Paul L Dunbar,Theater,890 Cauldwell Ave,BX,10456,Citywide Outreach,11/21/2017,FLT Teen Performance,"Grade 6
Grade 7
Grade 8
Adults",No,No,No,Yes,No,,40.822474,-73.907194,203.0,17.0,2004496.0,2026310048.0,18502.0,BX0301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS 310,Theater,800 Cauldwell Ave,BX,10456,Citywide Outreach,11/21/2017,FLT Teen Performance,"Adults
Children",No,No,No,No,No,,40.820161,-73.908155,201.0,17.0,2127169.0,2026300001.0,75.0,BX0102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 102 Bayview (The),Community Arts,211 72Nd St,BK,11209,Citywide Outreach,11/21/2017,Sign Design,Grades 4-5,No,No,No,No,No,,40.63402,-74.029036,310.0,47.0,3146491.0,3058900001.0,68.0,BK1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 121 Nelson A Rockefeller,Outreach,5301 20Th Ave,BK,11204,,11/21/2017,Parent Workshop,Adults,No,No,No,No,No,Inclusion,40.623273,-73.978822,312.0,44.0,3253281.0,3054951101.0,464.0,BK1204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 121 Nelson A Rockefeller,Outreach,5301 20Th Ave,BK,11204,,11/21/2017,Word on the Street,Grade 6,No,No,No,No,No,Inclusion,40.623273,-73.978822,312.0,44.0,3253281.0,3054951101.0,464.0,BK1204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 121 Nelson A Rockefeller,Outreach,5301 20Th Ave,BK,11204,Citywide Outreach,11/21/2017,"My Safety Toolbox
Word on the Street","Grade 3
Grades 4-5",No,No,No,No,No,Inclusion,40.623273,-73.978822,312.0,44.0,3253281.0,3054951101.0,464.0,BK1204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 149 Danny Kaye,Theater,700 Sutter Ave,BK,11207,Citywide Outreach,11/21/2017,The Apple Corps,"Adults
Children",No,No,No,No,No,,40.669719,-73.892822,305.0,42.0,3084348.0,3037740016.0,1158.0,BK0502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 153 Maspeth Elementary,Outreach,60-02 60Th Ln,QN,11378,Citywide Outreach,11/21/2017,Word on the Street,Grades 4-5,No,No,No,No,No,,40.716609,-73.903669,405.0,30.0,4060987.0,4027320018.0,599.0,QN0501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 153 Maspeth Elementary,Outreach,60-02 60Th Ln,QN,11378,Citywide Outreach,11/21/2017,Word on the Street,Grade 5,No,No,No,No,No,,40.716609,-73.903669,405.0,30.0,4060987.0,4027320018.0,599.0,QN0501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 57 Hubert H Humphrey,Outreach,140 Palma Dr,SI,10304,Citywide Outreach,11/21/2017,Parent Workshop,Adults,No,No,No,No,Yes,,40.611508,-74.083177,501.0,49.0,5043519.0,5028880040.0,4004.0,SI0103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS 63 The Star Academy,Outreach,121 East 3rd Street,MN,10009,Citywide Outreach,11/21/2017,"Let’s Take a Walk
Let’s Take a Walk
Let’s Take a Walk
Let’s Take a Walk","Grade K
Grade K
Grade K
Grade K",No,No,No,No,No,,40.724117,-73.986381,103.0,2.0,1005760.0,1004310014.0,32.0,MN0303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS 96,Safety City,2385 Olinville Avenue,BX,10467,Bx Safety City,11/21/2017,"Class Visit
Other Activity","Grade 3
Adults",No,No,No,No,No,,40.860815,-73.868527,211.0,15.0,2049999.0,2043410013.0,33201.0,BX1104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS/IS 104,Outreach,5301 20th. Avenue,BK,11204,,11/21/2017,Stop-Think-Act,Grades 7-8,No,No,No,No,No,Inclusion,40.623273,-73.978822,312.0,44.0,3253281.0,3054951101.0,464.0,BK1204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Settlement Meltzer Senior Center,Outreach,94 E1 Street,MN,10009,Citywide Outreach,11/21/2017,Seniors - Streetwise,Older Adults,No,No,Yes,No,No,,40.722827,-73.987402,103.0,2.0,1005743.0,1004290021.0,3002.0,MN0303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bronx Delta School,Outreach,650 Hollywood Ave,BX,10465,Citywide Outreach,11/22/2017,Mileage Club,Children,No,No,No,Yes,Yes,,40.826526,-73.818417,210.0,13.0,2077130.0,2054380001.0,158.0,BX1002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corona Arts And Sciences Academy,Outreach,45-10 94Th St,QN,11373,Citywide Outreach,11/22/2017,Take Action Against Distraction,Grade 8,No,No,No,No,Yes,,40.74373,-73.870642,404.0,25.0,4437166.0,4016000061.0,463.0,QN0401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Weldon Johnson School,Outreach,176 E 115Th St,MN,10029,,11/22/2017,Word on the Street,Grades 4-5,No,No,No,No,No,,40.797577,-73.94128,111.0,8.0,1083184.0,1016400139.0,182.0,MN1102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS 324,Theater,800 Gates Ave,BK,11221,Citywide Outreach,11/22/2017,FLT Teen Performance,"Adults
Children",No,No,No,No,No,,40.68832,-73.932275,303.0,36.0,3044657.0,3016360001.0,293.0,BK0302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 124 Yung Wing,Outreach,40 Division St,MN,10002,Citywide Outreach,11/22/2017,"Let’s Take a Walk
Let’s Take a Walk
Let’s Take a Walk
Let’s Take a Walk","Grade K
Grade K
Grade K
Grade K",No,No,No,No,No,,40.714182,-73.995451,103.0,1.0,1075787.0,1002890001.0,16.0,MN0301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 124 Yung Wing,Outreach,40 Division St,MN,10002,Citywide Outreach,11/22/2017,"Let’s Take a Walk
Let’s Take a Walk
Let’s Take a Walk
Let’s Take a Walk","Grade K
Grade K
Grade K
Grade K",No,No,No,No,No,,40.714182,-73.995451,103.0,1.0,1075787.0,1002890001.0,16.0,MN0301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 153 Maspeth Elementary,Outreach,60-02 60Th Ln,QN,11378,Citywide Outreach,11/22/2017,Word on the Street,Grades 4-5,No,No,No,No,No,,40.716609,-73.903669,405.0,30.0,4060987.0,4027320018.0,599.0,QN0501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 217 Colonel David Marcus School,Outreach,1100 Newkirk Ave,BK,11230,Citywide Outreach,11/22/2017,Parent Workshop,Adults,No,No,No,No,No,,40.63398,-73.966558,314.0,45.0,3121072.0,3052320001.0,526.0,BK1402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 78,Safety City,100 Tompkins Ave,SI,10304,Access Safety City,11/22/2017,Class Visit,Grade 3,No,No,No,No,No,Other special needs,40.622293,-74.078425,501.0,49.0,5014176.0,5005450110.0,29.0,SI0102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rose Hill Pre-K Center,Outreach,2512 Marion Avenue,BK,10458,Citywide Outreach,11/22/2017,Parent Workshop,Adults,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 152 Evergreen,Theater,1007 Evergreen Ave,BX,10472,Citywide Outreach,11/23/2017,,"Children
Adults",No,No,No,No,No,,40.824024,-73.880032,209.0,17.0,2023336.0,2037110001.0,52.0,BX0901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 152 Evergreen,Theater,1007 Evergreen Ave,BX,10472,Citywide Outreach,11/23/2017,The Apple Corps,"Grade 1
Grade 2
Grade 3
Grades 4-5
Adults",No,No,No,Yes,No,,40.824024,-73.880032,209.0,17.0,2023336.0,2037110001.0,52.0,BX0901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABSW Neighborhood Senior Center,Outreach,221 West 107th Street,MN,10025,Citywide Outreach,11/27/2017,Seniors - Streetwise,Older Adults,No,No,Yes,No,No,,40.801704,-73.966593,107.0,7.0,1075379.0,1018790017.0,195.0,MN0703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beatrice Lewis Senior Center,Outreach,2322 3rd Avenue,MN,10035,Citywide Outreach,11/27/2017,Seniors - Streetwise,Older Adults,No,No,Yes,No,No,,40.804465,-73.93526,111.0,8.0,1054497.0,1017750033.0,242.0,MN1102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagle Academy Of Staten Island,Outreach,101 Warren St,SI,10304,Citywide Outreach,11/27/2017,Word on the Street,Grade 6,No,No,No,No,Yes,,40.620347,-74.081643,501.0,49.0,5014184.0,5005560080.0,29.0,SI0102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jhs 185 Edward Bleeker,Outreach,147-26 25Th Dr,QN,11354,Citywide Outreach,11/27/2017,Word on the Street,Grade 6,No,No,No,No,No,,40.775253,-73.819347,407.0,19.0,4108664.0,4048020001.0,1047.0,QN0704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS 331,Theater,400 West Tremont,BX,10453,Citywide Outreach,11/27/2017,FLT Teen Performance,"Adults
Children",No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 126 Jacob August Riis,Outreach,80 Catherine St,MN,10038,Citywide Outreach,11/27/2017,"Cross this way
Cross this way","Grades 4-5
Grades 4-5",No,No,No,No,No,,40.710729,-73.996631,103.0,1.0,1083357.0,1001110160.0,25.0,MN0301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 178 Saint Clair Mckelway,Theater,2163 Dean St,BK,11233,Citywide Outreach,11/27/2017,The Apple Corps,"Adults
Children",No,No,No,No,No,,40.675024,-73.915778,316.0,41.0,3038718.0,3014400056.0,303.0,BK1601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 23 The New Children'S School,Safety City,2151 Washington Ave,BX,10457,Bx Safety City,11/27/2017,"Class Visit
Other Activity","Grade 3
Adults",No,No,No,No,No,,40.85294,-73.894742,206.0,15.0,2090472.0,2030370079.0,395.0,BX0602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverton Street Charter School,Outreach,118-34 Riverton Street Charter School,QN,11412,Citywide Outreach,11/27/2017,"Word on the Street
Take Action Against Distraction","Grade 6
Grades 7-8",No,No,No,No,No,,40.689465,-73.763043,412.0,27.0,4268946.0,4124490004.0,366.0,QN1205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASABE Houses for Elderly,Outreach,150 East 121 Street,MN,10035,Citywide Outreach,11/28/2017,Seniors - Streetwise,Older Adults,No,No,Yes,No,No,,40.801704,-73.939037,111.0,8.0,1054378.0,1017690021.0,196.0,MN1102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagle Academy Of Staten Island,Outreach,101 Warren St,SI,10304,Citywide Outreach,11/28/2017,"Word on the Street
Stop-Think-Act","Grade 6
Grade 7",No,No,No,No,Yes,,40.620347,-74.081643,501.0,49.0,5014184.0,5005560080.0,29.0,SI0102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Concourse Neighborhood Senior,Outreach,236 East Tremont Ave,BX,10457,Citywide Outreach,11/28/2017,Seniors - Streetwise,Older Adults,No,No,Yes,No,No,,40.848936,-73.904562,205.0,15.0,2007599.0,2028040021.0,23302.0,BX0502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
